答案	題號	題目	year	qtype	uid	Status	Content type	Error Cause	gpt_response	answerletter	reasoning	confidence_answer_likert	classification	confidence_classification_likert	polarity	confidence_polarity_likert	vignette	confidence_vignette_likert	isCorrect	answerletter___img	reasoning___img	picture_decription	picture_helpful	why_picture_helpful	image_type_correct	image_content_correct	image_content_helpful	answerletter_without_picture	confidence_answer_without_picture_likert	isCorrect_image	isCorrect_image_noimg	uid___img	isHigher	isNegative	isClinical	isImage	isImageHelpful	mergedCorrect	mergedConfidence	ECG	Clinical	US	CXR	Plainfilm	CT	OtherImg	CntImg
B	53	"20 歲男性，跳水時頭部撞到泳池底部。病人意識清楚，主訴雙手及雙腳完全不能動，全身自鎖骨以下即感覺不到痛覺，但四肢的本體感覺及震動感覺正常。頸椎 X 光檢查顯示無骨折，此病人最可能是何種診斷？
（Ａ）Central cord syndrome。
（Ｂ）Anterior cord syndrome。
（Ｃ）Cauda equina syndrome。
（Ｄ）Brown-Sequard syndrome。"	109	text	109_053	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms of complete motor paralysis and loss of pain and temperature sensation below the clavicle, with preserved proprioception and vibration sense, are consistent with Anterior cord syndrome. This condition is often caused by acute injury to the anterior part of the spinal cord, such as might occur from a diving accident. The other options (Central cord syndrome, Cauda equina syndrome, and Brown-Sequard syndrome) do not match the patient's symptom pattern."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms of complete motor paralysis and loss of pain and temperature sensation below the clavicle, with preserved proprioception and vibration sense, are consistent with Anterior cord syndrome. This condition is often caused by acute injury to the anterior part of the spinal cord, such as might occur from a diving accident. The other options (Central cord syndrome, Cauda equina syndrome, and Brown-Sequard syndrome) do not match the patient's symptom pattern."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
CD	54	"25 歲男性，因右側頭痛伴隨噁心、畏光至急診就診，下列敘述何者較適當？
（Ａ）典型偏頭痛的表現為單側持續性而非搏動性疼痛，伴隨畏光
（photophobia）及畏聲（phonophobia）。
（Ｂ）單獨使用抗組織胺（如靜脈注射 Diphenhydramine）對偏頭痛也有止痛的效果。
（Ｃ）排除致命性疾病後，可合併使用非類固醇消炎藥及止吐藥治療偏頭痛。
（Ｄ）類固醇對減少偏頭痛再發作沒有幫助。"	109	text	109_054	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The patient's symptoms of unilateral headache, nausea, and photophobia are suggestive of migraine. After ruling out life-threatening conditions, a combination of non-steroidal anti-inflammatory drugs (NSAIDs) and antiemetics can be used to treat migraines. This is a common and effective treatment strategy."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The patient's symptoms of unilateral headache, nausea, and photophobia are suggestive of migraine. After ruling out life-threatening conditions, a combination of non-steroidal anti-inflammatory drugs (NSAIDs) and antiemetics can be used to treat migraines. This is a common and effective treatment strategy."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
C	55	"關於腹部急症的身體診察及臨床症狀表現，下列敘述何者較適當？
（Ａ）胰臟炎病人在肚臍周圍有瘀青出血為Grey Turner’s sign。
（Ｂ）使用非類固醇消炎止痛藥（NSAID）止痛相較於嗎啡類藥物，較不會隱藏臨床症狀而延遲診斷。
（Ｃ）Low risk modified Alvarado score（0~4 分）敏感性低，不宜拿來當作排除診斷的主要工具。
（Ｄ）Fitz-Curtis-Hugh syndrome 疼痛部位主要位於左上腹部。"	109	text	109_055	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""Grey Turner's sign, which is characterized by bruising in the flank area, is a clinical sign found in patients with acute pancreatitis. It is caused by retroperitoneal hemorrhage, which is a severe complication of pancreatitis. The other options are either incorrect or less appropriate. For instance, NSAIDs can indeed mask symptoms and delay diagnosis, but this is not specific to abdominal emergencies. The Alvarado score is a clinical scoring system used for the diagnosis of appendicitis, not for all abdominal emergencies. Fitz-Hugh-Curtis syndrome is a complication of pelvic inflammatory disease, not an abdominal emergency, and it typically causes pain in the right upper quadrant, not the left."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"Grey Turner's sign, which is characterized by bruising in the flank area, is a clinical sign found in patients with acute pancreatitis. It is caused by retroperitoneal hemorrhage, which is a severe complication of pancreatitis. The other options are either incorrect or less appropriate. For instance, NSAIDs can indeed mask symptoms and delay diagnosis, but this is not specific to abdominal emergencies. The Alvarado score is a clinical scoring system used for the diagnosis of appendicitis, not for all abdominal emergencies. Fitz-Hugh-Curtis syndrome is a complication of pelvic inflammatory disease, not an abdominal emergency, and it typically causes pain in the right upper quadrant, not the left."	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
C	56	"關於感染性心內膜炎的診斷主要或次要標準，下列何者較不適當？
（Ａ）兩套分開的血液培養長出典型性細菌。
（Ｂ）心臟超音波可見瓣膜上飄動贅生物或膿腫（abscess）。
（Ｃ）新發生的右束支傳導阻滯（RBBB）。
（Ｄ）發燒體溫大於 38℃。"	109	text	109_056	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The diagnosis of infective endocarditis is usually based on a combination of clinical findings, blood cultures, and echocardiographic findings. New onset of right bundle branch block (RBBB) is not typically associated with infective endocarditis and is therefore the least appropriate among the options provided."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The diagnosis of infective endocarditis is usually based on a combination of clinical findings, blood cultures, and echocardiographic findings. New onset of right bundle branch block (RBBB) is not typically associated with infective endocarditis and is therefore the least appropriate among the options provided."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
B	57	"下列有關急性躁動（agitation）的鎮靜藥物描述，下列何者較適當？
（Ａ）Benzodiazepines 藥物會造成心電圖變化如 QTc prolongation。
（Ｂ）第一代抗精神病藥物如 Haloperidol  不會引起呼吸抑制 （respiratory depression）。
（Ｃ）第二代抗精神病藥物如Quetiapine 不會造成心電圖變化如QTc prolongation。
（Ｄ）第二代抗精神病藥物如Risperidone 不會引起錐體外症候群症狀
（extrapyramidal symptoms）。"	109	text	109_057	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""Haloperidol, a first-generation antipsychotic, is known for its potential to cause respiratory depression. However, it is less likely to do so compared to other medications such as benzodiazepines. Therefore, the statement 'Haloperidol does not cause respiratory depression' is more appropriate compared to the other options."",
""confidence_answer_likert"": 4,
""classification"": ""Higher"",
""confidence_classification_likert"": 4,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	B	"Haloperidol, a first-generation antipsychotic, is known for its potential to cause respiratory depression. However, it is less likely to do so compared to other medications such as benzodiazepines. Therefore, the statement 'Haloperidol does not cause respiratory depression' is more appropriate compared to the other options."	4	Higher	4	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	4	0	0	0	0	0	0	0	0
C	58	"66 歲女性，三天前開始有上唇及舌頭腫脹症狀而求診，病人無發燒、無癢疹、無局部組織感染徵兆，病人因高血壓及高血脂，一週前開始使用 Enalapril 10mg qd、Atorvastatin 10mg qd 治療，此外並無使用其他藥物，下列處置何者較不適當？
（Ａ）致病機轉和bradykinin 有關。
（Ｂ）需注意是否出現呼吸道阻塞。
（Ｃ）目前治療應以口服類固醇及抗組織胺為主。
（Ｄ）若改用其他降血壓藥物，應避免使用angiotensin II receptor-blocking agents。"	109	text	109_058	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The patient's symptoms are suggestive of angioedema, which is a known side effect of Enalapril, an ACE inhibitor. The mechanism of this side effect is related to the accumulation of bradykinin (Option A). It is important to monitor for respiratory obstruction as this can be a life-threatening complication of angioedema (Option B). However, the treatment of ACE inhibitor-induced angioedema is not primarily with oral steroids and antihistamines (Option C), but rather discontinuation of the offending agent and supportive care. If another antihypertensive is needed, angiotensin II receptor blockers should be avoided as they can potentially cause a similar reaction (Option D)."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The patient's symptoms are suggestive of angioedema, which is a known side effect of Enalapril, an ACE inhibitor. The mechanism of this side effect is related to the accumulation of bradykinin (Option A). It is important to monitor for respiratory obstruction as this can be a life-threatening complication of angioedema (Option B). However, the treatment of ACE inhibitor-induced angioedema is not primarily with oral steroids and antihistamines (Option C), but rather discontinuation of the offending agent and supportive care. If another antihypertensive is needed, angiotensin II receptor blockers should be avoided as they can potentially cause a similar reaction (Option D)."	5	Higher	5	Negative	5	With Vignette	5	1														1	1	1	0	9	1	5	0	0	0	0	0	0	0	0
B	59	"65 歲男性，有癲癇、精神病史，因服用過量Phenytoin，出現意識模糊，被送至急診，下列敘述何者較適當？
（Ａ）眼震（nystagmus）與病人中毒的劑量有相關性，如果眼震狀況減緩，可以排除嚴重中毒的可能性。
（Ｂ）Phenytoin 的心臟毒性，常見於靜脈藥物給予，口服藥物較少發生。
（Ｃ）血液透析，對於Phenytoin 的移除有幫助，但對神經學中毒的症狀改善效果有限。
（Ｄ）通常Phenytoin 血清藥物濃度降至正常值以下，在精神科會診後，可以讓病人出院，回家觀察。"	109	text	109_059	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""Phenytoin is a medication used to treat seizures and is known to have cardiac toxicity. This toxicity is more commonly seen when the drug is administered intravenously rather than orally. The patient in the scenario has taken an overdose of Phenytoin orally, but the cardiac toxicity is less likely to occur in this case compared to intravenous administration."", 
""confidence_answer_likert"": 4,
""classification"": ""Higher"",
""confidence_classification_likert"": 4,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"Phenytoin is a medication used to treat seizures and is known to have cardiac toxicity. This toxicity is more commonly seen when the drug is administered intravenously rather than orally. The patient in the scenario has taken an overdose of Phenytoin orally, but the cardiac toxicity is less likely to occur in this case compared to intravenous administration."	4	Higher	4	Positive	5	With Vignette	5	1														1	0	1	0	9	1	4	0	0	0	0	0	0	0	0
D	60	"有關disseminated intravascular coagulation（DIC）治療，下列敘述何者較適當？
（Ａ）若血小板<100,000/μL，應考慮輸血小板。
（Ｂ）若aPTT 延長大於 1.5 倍，考慮輸 Fresh frozen plasma（FFP）。
（Ｃ）在年老病人考慮給予預防性Tranexamic acid。
（Ｄ）在PT 延長之病人考慮給予維他命 K。"	109	text	109_060	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""Disseminated intravascular coagulation (DIC) is a condition characterized by systemic activation of blood coagulation, which results in generation and deposition of fibrin, leading to microvascular thrombi in various organs and contributing to multiple organ dysfunction syndrome (MODS). In the context of DIC, if the platelet count drops below 100,000/μL, it is appropriate to consider platelet transfusion to prevent spontaneous bleeding. The other options are not as appropriate because they do not directly address the primary issue in DIC, which is the systemic activation of coagulation and subsequent depletion of coagulation factors and platelets."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"Disseminated intravascular coagulation (DIC) is a condition characterized by systemic activation of blood coagulation, which results in generation and deposition of fibrin, leading to microvascular thrombi in various organs and contributing to multiple organ dysfunction syndrome (MODS). In the context of DIC, if the platelet count drops below 100,000/μL, it is appropriate to consider platelet transfusion to prevent spontaneous bleeding. The other options are not as appropriate because they do not directly address the primary issue in DIC, which is the systemic activation of coagulation and subsequent depletion of coagulation factors and platelets."	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
D	61	"有關 quick sepsis-related organ failure assessment score（qSOFA）用於評估感染症病人，逐漸受到重視，有關 qSOFA 下列敘述何者較適當？
（Ａ）qSOFA 評估項目總共有三項，只要符合兩項，就可以診斷病人有敗血症。
（Ｂ）血小板小於 10,000/μL 為 qSOFA 評估項目之一。
（Ｃ）呼吸次數≧20 次/min 為qSOFA 評估項目之一。
（Ｄ）收縮血壓小於等於 100 mmHg 為qSOFA 評估項目之一。"	109	text	109_061	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The Quick Sepsis-related Organ Failure Assessment (qSOFA) is a tool used to identify patients with suspected infection who are at greater risk for a poor outcome outside the ICU. It includes three criteria: altered mentation, systolic blood pressure ?100 mm Hg, and respiratory rate ?22/min. Each criterion scores 1 point, and a qSOFA score ?2 is associated with a greater risk of death or prolonged ICU stay. Therefore, option C is correct that states respiratory rate ?20 times/min is one of the qSOFA assessment items. However, it should be noted that the actual cut-off is ?22 times/min."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The Quick Sepsis-related Organ Failure Assessment (qSOFA) is a tool used to identify patients with suspected infection who are at greater risk for a poor outcome outside the ICU. It includes three criteria: altered mentation, systolic blood pressure ?100 mm Hg, and respiratory rate ?22/min. Each criterion scores 1 point, and a qSOFA score ?2 is associated with a greater risk of death or prolonged ICU stay. Therefore, option C is correct that states respiratory rate ?20 times/min is one of the qSOFA assessment items. However, it should be noted that the actual cut-off is ?22 times/min."	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
C	62	"6 歲男童，體重 20 公斤，持續腹瀉 3 天，每天 5~6 次，糞便不成形，兩天前已於診所就診過，今日下午因發燒、心悸而被母親帶至急診，意識清 楚，體溫 38.2℃、血壓 80/64mmHg、呼吸 20 次/min，心電圖如下圖所示
（一小格為 0.04 秒），請問接下來何種處置較適當？
（Ａ）Adenosine 2mg 靜脈注射。
（Ｂ）給予退燒肛門塞劑Diclofenac 12.5mg。
（Ｃ）適當的水分補充，如電解水或靜脈輸液。
（Ｄ）會診小兒心臟科醫師，可能為心肌炎，需做心臟超音波及檢驗心臟酵素。"	109	image	109_062	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The child has been experiencing diarrhea for 3 days, which can lead to dehydration. The symptoms of fever and palpitations could be due to dehydration. Therefore, appropriate fluid replacement, such as electrolyte water or intravenous fluids, is the most appropriate treatment."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The child has been experiencing diarrhea for 3 days, which can lead to dehydration. The symptoms of fever and palpitations could be due to dehydration. Therefore, appropriate fluid replacement, such as electrolyte water or intravenous fluids, is the most appropriate treatment."	5	Higher	5	Positive	5	With Vignette	5	1	C	"The child is likely suffering from dehydration due to ongoing diarrhea, which can lead to hypotension and tachycardia as reflected in the vital signs. The ECG is not showing signs of myocarditis. Initial management should focus on fluid replacement to correct the dehydration."	The ECG does not show evidence of myocarditis but does indicate tachycardia which can be due to dehydration.	Helpful	The ECG provides essential clinical information regarding the cardiac rhythm and potential underlying cardiac conditions that could influence the choice of treatment.	1	1	1	C	4	1	1	109_062	1	0	1	1	1	1	4	1	0	0	0	0	0	0	1
B	63	"3 歲男童，無特別過去病史，30 分鐘前吃完蛋糕後，全身起紅疹合併呼吸困難而被送至急診。到院時焦躁不安、呼吸困難、聲音沙啞、膚色蒼白、微血管回充時間> 3 秒、體溫 37.1°C、心跳 150 次/min、呼吸 40 次
/min、血壓 70/45 mmHg。有關此病童的處置及敘述，下列何者較不適當？
（Ａ）過敏性休克第一線緊急治療包括呼吸道、給氧、除汙、腎上腺素及輸液，但不包含類固醇和抗組織胺。
（Ｂ）若確認是食物造成的過敏，可安排洗胃。
（Ｃ）可給 0.01 mg/kg（0.01cc/kg, 1：1,000 稀釋） 腎上腺素注射於大腿；而且肌肉注射比皮下注射好。
（Ｄ）若給予此病童施打腎上腺素後症狀持續無明顯改善，可 5~15 分鐘後重複施打腎上腺素。"	109	text	109_063	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The child is showing signs of anaphylactic shock, likely due to a food allergy. Gastric lavage (stomach washing) is not typically recommended in such cases as it does not provide any benefit and can potentially cause harm. The primary treatment for anaphylaxis includes maintaining the airway, oxygen administration, decontamination, epinephrine, and fluid resuscitation. Steroids and antihistamines may also be used, but they are not considered first-line treatments."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The child is showing signs of anaphylactic shock, likely due to a food allergy. Gastric lavage (stomach washing) is not typically recommended in such cases as it does not provide any benefit and can potentially cause harm. The primary treatment for anaphylaxis includes maintaining the airway, oxygen administration, decontamination, epinephrine, and fluid resuscitation. Steroids and antihistamines may also be used, but they are not considered first-line treatments."	5	Higher	5	Negative	5	With Vignette	5	1														1	1	1	0	9	1	5	0	0	0	0	0	0	0	0
A	64	"心肌梗塞病人的藥物治療，下列敘述何者較適當？
（Ａ）以血壓下降程度當作治療目標來調整 Nitroglycerin  滴注劑量，而非以病人胸痛緩解程度當作調整標的。
（Ｂ）早期給予Clopidogrel  無法減少 NSTEMI 死亡率，Clopidogrel 用於病人對阿斯匹靈過敏的替代藥物。
（Ｃ）阿斯匹靈治療時同時搭配 H2 阻斷劑會影響抗血小板的治療效果。
（Ｄ）使用乙型阻斷劑治療，可減少心因性休克的發生。"	109	text	109_064	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""Clopidogrel is an antiplatelet medication used to reduce the risk of heart disease and stroke in those at high risk. It is also used together with aspirin in heart attacks and following the placement of a coronary artery stent. It is an alternative for those who are allergic to aspirin. However, it is not proven to reduce the mortality rate in NSTEMI."",
""confidence_answer_likert"": 4,
""classification"": ""Higher"",
""confidence_classification_likert"": 4,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"Clopidogrel is an antiplatelet medication used to reduce the risk of heart disease and stroke in those at high risk. It is also used together with aspirin in heart attacks and following the placement of a coronary artery stent. It is an alternative for those who are allergic to aspirin. However, it is not proven to reduce the mortality rate in NSTEMI."	4	Higher	4	Positive	5	With Vignette	5	0														1	0	1	0	9	0	4	0	0	0	0	0	0	0	0
B	65	"24 歲男性，10 分鐘前被三秒膠滴到右眼內，商品主要成分為氰基丙烯酸酯（Cyanoacrylate），檢查發現上下眼睫毛有一小部分被黏住無法睜開，鞏膜輕微充血，眼球轉動自如，視力正常。醫院沒有眼科醫師，下列處置何者優先？
（Ａ）用棉花棒沾丙酮（acetone）塗在沾黏處來溶解三秒膠的黏性。
（Ｂ）可以嘗試徒手撥離黏住的睫毛。
（Ｃ）告知病人未來可能會導致白內障（Cataract）。
（Ｄ）必須立即轉診到有眼科醫師值班的醫院。"	109	text	109_065	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The patient has been exposed to Cyanoacrylate, a strong adhesive, in the eye. This is a serious situation that requires immediate attention from an ophthalmologist. Attempting to remove the adhesive without proper training could cause further damage to the eye. Therefore, the patient should be immediately referred to a hospital with an ophthalmologist on duty."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The patient has been exposed to Cyanoacrylate, a strong adhesive, in the eye. This is a serious situation that requires immediate attention from an ophthalmologist. Attempting to remove the adhesive without proper training could cause further damage to the eye. Therefore, the patient should be immediately referred to a hospital with an ophthalmologist on duty."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
C	66	"30 歲男性，主訴有憂鬱症病史，因服用三環抗憂鬱劑過量送至急診。到院時體溫 37℃、呼吸 26 次/min、血壓 84/60 mmHg，意識不清（昏迷指數 E3M5V2）心電圖監視器呈現如下圖。緊急處置以何者最優先？
（Ａ）Amiodarone。
（Ｂ）Lidocaine。
（Ｃ）雙相去顫（biphasic defibrillation）150-200 joules。
（Ｄ）Sodium bicarbonate。"	109	image	109_066	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The patient's symptoms and history suggest a tricyclic antidepressant overdose, which can cause hypotension, altered mental status, and characteristic ECG changes. Sodium bicarbonate is the first-line treatment for this condition as it can help to stabilize the cardiac membrane and reverse the ECG changes."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The patient's symptoms and history suggest a tricyclic antidepressant overdose, which can cause hypotension, altered mental status, and characteristic ECG changes. Sodium bicarbonate is the first-line treatment for this condition as it can help to stabilize the cardiac membrane and reverse the ECG changes."	5	Higher	5	Positive	5	With Vignette	5	0	D	"The ECG shows signs consistent with a TCA overdose, which can lead to life-threatening cardiac arrhythmias and other complications. Sodium bicarbonate is the treatment of choice as it can help to mitigate the cardiotoxic effects by alkalinizing the blood and stabilizing the cardiac membrane."	"The ECG demonstrates a wide complex tachycardia, which is a common finding in TCA overdose."	Helpful	"The ECG is essential in this scenario as it guides the clinician to recognize the overdose and choose the appropriate treatment, which is sodium bicarbonate."	1	1	1	D	5	0	0	109_066	1	0	1	1	1	0	5	1	0	0	0	0	0	0	1
D	67	"61 歲女性，乳癌並接受化療約 1 個月，病人兩三天前開始有輕微咳嗽、噁心、食慾不佳、腹脹等症狀，今天進展為意識不清且有發燒的情況，病人就醫時，GCS E2M4V1，血壓 140/68 mmHg、心跳 126 次/min、呼吸 26次/min、SpO2 96%、體溫 38.3℃，關於該病人評估處置，何者較適當？
（Ａ）依據台灣急診檢傷急迫度分級量表的意識表現來判定，檢傷級數為
2 級。
（Ｂ）病人的呼吸音正常、血氧正常且胸部 X 光片無肺炎表現可排除肺炎診斷。
（Ｃ）WBC 1,000/μL，Segment 30%，無明顯感染源時，須盡快進行肛門指診確定有無直腸膿瘍。
（Ｄ）血鈣為 15.2 mg/dL（3.8 mEq/L），須立即給予輸液治療，加速鈣離子從尿中排除。"	109	text	109_067	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The patient's symptoms and lab results suggest hypercalcemia, a condition characterized by an abnormally high amount of calcium in the blood. The patient's blood calcium level is 15.2 mg/dL, which is significantly higher than the normal range (8.5 to 10.2 mg/dL). Hypercalcemia can cause a variety of symptoms, including nausea, loss of appetite, abdominal bloating, and confusion, all of which the patient is experiencing. Immediate treatment with intravenous fluids is necessary to help flush the excess calcium out of the patient's system."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The patient's symptoms and lab results suggest hypercalcemia, a condition characterized by an abnormally high amount of calcium in the blood. The patient's blood calcium level is 15.2 mg/dL, which is significantly higher than the normal range (8.5 to 10.2 mg/dL). Hypercalcemia can cause a variety of symptoms, including nausea, loss of appetite, abdominal bloating, and confusion, all of which the patient is experiencing. Immediate treatment with intravenous fluids is necessary to help flush the excess calcium out of the patient's system."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
C	68	"關於孕期的生理變化與應變的急救處置，何者敘述較適當？
（Ａ）心搏輸出與血量會增加，所以血壓可以較未懷孕時為高。
（Ｂ）呼吸道分泌物減少，不影響插管。
（Ｃ）延長胃排空時間與賁門擴約肌較為鬆弛，需預防吸入性肺炎。
（Ｄ）潮氣容積（tidal volume）會因為荷爾蒙的因素而增加，使得孕婦較不易發生缺氧。"	109	text	109_068	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""During pregnancy, there are several physiological changes that occur. One of these changes is the relaxation of the lower esophageal sphincter and delayed gastric emptying, which increases the risk of aspiration pneumonia. Therefore, it is important to take preventive measures against aspiration pneumonia in pregnant women. The other options are not entirely correct. While cardiac output and blood volume do increase during pregnancy, this does not necessarily result in higher blood pressure. Respiratory secretions do not decrease during pregnancy, and the tidal volume does increase due to hormonal changes, but this does not mean that pregnant women are less likely to experience hypoxia."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"During pregnancy, there are several physiological changes that occur. One of these changes is the relaxation of the lower esophageal sphincter and delayed gastric emptying, which increases the risk of aspiration pneumonia. Therefore, it is important to take preventive measures against aspiration pneumonia in pregnant women. The other options are not entirely correct. While cardiac output and blood volume do increase during pregnancy, this does not necessarily result in higher blood pressure. Respiratory secretions do not decrease during pregnancy, and the tidal volume does increase due to hormonal changes, but this does not mean that pregnant women are less likely to experience hypoxia."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
C	69	"依據台灣疾病管制署公告，新型冠狀病毒感染疫情相關居家措施，何者敘述較適當？
（Ａ）居家檢疫民眾，需採買民生必需品時，可通報後外出。
（Ｂ）自主健康管理者由里長或里幹事負責進行健康關懷。
（Ｃ）居家隔離民眾，負責單位是地方衛生主管機關。
（Ｄ）居家檢疫民眾，負責單位是地方衛生主管機關。"	109	text	109_069	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""According to the Taiwan Centers for Disease Control, people under home isolation are under the jurisdiction of the local health authority. Options A, B, and D are not entirely accurate as per the guidelines."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 4,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"According to the Taiwan Centers for Disease Control, people under home isolation are under the jurisdiction of the local health authority. Options A, B, and D are not entirely accurate as per the guidelines."	5	Higher	4	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
